"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"7657",2910,"chr4",493513,494080,3.5087,"transcription_start_site","-",493442,493442,-71,-354,170960,"ZNF721","chr4:493442-493442",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:493442-493442&pix=800&Submit=submit,KIAA1982","zinc finger protein 721","NM_133474","FLJ11452"
"11383",4303,"chr6",41010012,41010161,2.3758,"transcription_start_site","+",41010236,41010236,-75,-148,222642,"TSPO2","chr6:41010236-41010236",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:41010236-41010236&pix=800&Submit=submit,MGC129806,MGC129807","translocator protein 2","NM_001010873","BZRPL1"
"36417",13670,"chrX",57617417,57618182,4.0858,"transcription_start_site","+",57618268,57618268,-86,-468,158586,"ZXDB","chrX:57618268-57618268",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:57618268-57618268&pix=800&Submit=submit","zinc finger, X-linked, duplicated B","NM_007157","dJ83L6.1"
"27628",10427,"chr17",7017720,7017869,2.7754,"transcription_start_site","-",7017629,7017629,-91,-165,433,"ASGR2","chr17:7017629-7017629",9900,"L-H2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:7017629-7017629&pix=800&Submit=submit,CLEC4H2,Hs.1259","asialoglycoprotein receptor 2","NM_080914","ASGP-R"
"5724",2159,"chr3",8810300,8810570,2.6216,"transcription_start_site","-",8810200,8810200,-100,-235,5021,"OXTR","chr3:8810200-8810200",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:8810200-8810200&pix=800&Submit=submit","oxytocin receptor","BC137443","OT-R"
"21361",8150,"chr12",51590773,51591174,3.1434,"transcription_start_site","-",51590651,51590651,-122,-324,5463,"POU6F1","chr12:51590651-51590651",9900,"TCFB1,MPOU,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:51590651-51590651&pix=800&Submit=submit","POU class 6 homeobox 1","BC074765","BRN5"
"16248",6276,"chr9",116136932,116137066,2.4656,"transcription_start_site","-",116136809,116136809,-123,-184,81932,"HDHD3","chr9:116136809-116136809",9900,"C9orf158,MGC12904,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:116136809-116136809&pix=800&Submit=submit","haloacid dehalogenase-like hydrolase domain containing 3","BC005048","2810435D12Rik"
"21500",8198,"chr12",54347962,54348590,2.8869,"transcription_start_site","+",54348713,54348713,-123,-436,3228,"HOXC12","chr12:54348713-54348713",9900,"HOX3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:54348713-54348713&pix=800&Submit=submit,HOX3F","homeobox C12","NM_173860","HOC3F"
"4206",1571,"chr2",88823694,88824043,2.5815,"transcription_start_site","+",88824168,88824168,-125,-296,200523,"C2orf51","chr2:88824168-88824168",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:88824168-88824168&pix=800&Submit=submit,TSC21","chromosome 2 open reading frame 51","NM_152670","FLJ25369"
"27521",10393,"chr17",4889708,4889835,2.1376,"transcription_start_site","-",4889583,4889583,-125,-188,23125,"CAMTA2","chr17:4889583-4889583",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:4889583-4889583&pix=800&Submit=submit","calmodulin binding transcription activator 2","BC136534","KIAA0909"
"28036",10577,"chr17",18528982,18530226,4.0363,"transcription_start_site","-",18528845,18528845,-137,-760,284047,"CCDC144B","chr17:18528845-18528845",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:18528845-18528845&pix=800&Submit=submit,MGC126634","coiled-coil domain containing 144B","NM_182568","FLJ36492"
"7358",2794,"chr3",182817503,182817658,2.5284,"transcription_start_site","-",182817360,182817360,-143,-224,56922,"MCCC1","chr3:182817360-182817360",9900,"FLJ25545,MCCA,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:182817360-182817360&pix=800&Submit=submit,MCC-B","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)","BC004187","DKFZp686B20267"
"33501",12614,"chr20",34699925,34700194,2.2889,"transcription_start_site","+",34700347,34700347,-153,-292,2036,"EPB41L1","chr20:34700347-34700347",9900,"MGC11072,KIAA0338,DKFZp686H17242,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:34700347-34700347&pix=800&Submit=submit","erythrocyte membrane protein band 4.1-like 1","NM_177996","4.1N"
"12650",4814,"chr7",2998385,2999463,4.258,"transcription_start_site","-",2998230,2998230,-155,-694,84433,"CARD11","chr7:2998230-2998230",9900,"CARMA1,MGC133069,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:2998230-2998230&pix=800&Submit=submit","caspase recruitment domain family, member 11","BC111719","BIMP3"
"36367",13643,"chrX",52896491,52897252,4.6103,"transcription_start_site","-",52896332,52896332,-159,-540,170626,"XAGE3","chrX:52896332-52896332",9900,"CT12.3b,pp9012,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52896332-52896332&pix=800&Submit=submit,GAGED4,XAGE-3,PLAC6,MGC71925","X antigen family, member 3","NM_130776","CT12.3a"
"13619",5181,"chr7",100239323,100239458,2.7142,"transcription_start_site","-",100239159,100239159,-164,-232,7036,"TFR2","chr7:100239159-100239159",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:100239159-100239159&pix=800&Submit=submit,TFRC2,MGC126368","transferrin receptor 2","BC142630","HFE3"
"31799",11981,"chr19",40896260,40896693,4.123,"transcription_start_site","-",40896094,40896094,-166,-380,147746,"HIPK4","chr19:40896094-40896094",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40896094-40896094&pix=800&Submit=submit","homeodomain interacting protein kinase 4","NM_144685","FLJ32818"
"26566",10054,"chr16",57437864,57438511,4.4402,"transcription_start_site","+",57438678,57438678,-167,-492,6361,"CCL17","chr16:57438678-57438678",9900,"TARC,MGC138273,ABCD-2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:57438678-57438678&pix=800&Submit=submit,SCYA17,MGC138271","chemokine (C-C motif) ligand 17","NM_002987","A-152E5.3"
"24455",9271,"chr15",34260037,34260919,3.2707,"transcription_start_site","+",34261088,34261088,-169,-608,1133,"CHRM5","chr15:34261088-34261088",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:34261088-34261088&pix=800&Submit=submit,MGC41838","cholinergic receptor, muscarinic 5","NM_012125","HM5"
"7493",2848,"chr3",190105515,190105661,2.3184,"transcription_start_site","+",190105840,190105840,-179,-240,10686,"CLDN16","chr3:190105840-190105840",9900,"PCLN1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:190105840-190105840&pix=800&Submit=submit","claudin 16","NM_006580","HOMG3"
"11411",4312,"chr6",41715307,41715870,2.5327,"transcription_start_site","-",41715121,41715121,-186,-472,5225,"PGC","chr6:41715121-41715121",9900,"PEPC,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:41715121-41715121&pix=800&Submit=submit,PGII","progastricsin (pepsinogen C)","BC073740","FLJ99563"
"1104",424,"chr1",45253618,45253857,2.7432,"transcription_start_site","-",45253426,45253426,-192,-312,266675,"BEST4","chr1:45253426-45253426",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:45253426-45253426&pix=800&Submit=submit,VMD2L2","bestrophin 4","NM_153274","MGC126872"
"20606",7872,"chr12",2944377,2945026,4.095,"transcription_start_site","-",2944178,2944178,-199,-523,83714,"NRIP2","chr12:2944178-2944178",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:2944178-2944178&pix=800&Submit=submit","nuclear receptor interacting protein 2","BC131562","DKFZp761G1913"
"20524",7842,"chr12",185967,186340,2.7298,"transcription_start_site","+",186541,186541,-201,-387,440073,"IQSEC3","chr12:186541-186541",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:186541-186541&pix=800&Submit=submit,MGC30156","IQ motif and Sec7 domain 3","NM_015232","KIAA1110"
"25599",9692,"chr16",1538674,1538809,2.0643,"transcription_start_site","-",1538468,1538468,-206,-273,390667,"C16orf38","chr16:1538468-1538468",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:1538468-1538468&pix=800&Submit=submit","chromosome 16 open reading frame 38","NM_001013658","-"
"34107",12843,"chr21",15352971,15353514,2.899,"transcription_start_site","-",15352765,15352765,-206,-477,391267,"C21orf81","chr21:15352765-15352765",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:15352765-15352765&pix=800&Submit=submit","ankyrin repeat domain 20 family, member A3 pseudogene","NR_027270","MGC44241"
"35654",13427,"chrX",1385791,1387486,2.9489,"transcription_start_site","+",1387692,1387692,-206,-1053,1438,"CSF2RA","chrX:1387692-1387692",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:1387692-1387692&pix=800&Submit=submit,MGC4838,CSF2RY,GMCSFR,CSF2RX,GMR,MGC3848,GM-CSF-R-alpha,CSF2R,CSF2RAY,CSF2RAX,CDw116","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","NM_001161531","CD116"
"27452",10372,"chr17",4464074,4464745,3.5589,"transcription_start_site","-",4463857,4463857,-217,-552,124975,"GGT6","chr17:4463857-4463857",9900,"FLJ90165,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:4463857-4463857&pix=800&Submit=submit","gamma-glutamyltransferase 6","BC063111","FLJ25990"
"17720",6826,"chr10",98740239,98740821,2.4355,"transcription_start_site","+",98741040,98741040,-219,-512,26148,"C10orf12","chr10:98741040-98741040",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:98741040-98741040&pix=800&Submit=submit,FLJ13022","chromosome 10 open reading frame 12","NM_015652","DKFZp564P1916"
"11537",4357,"chr6",46654814,46655383,2.2404,"transcription_start_site","+",46655611,46655611,-228,-512,221400,"TDRD6","chr6:46655611-46655611",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:46655611-46655611&pix=800&Submit=submit,FLJ43850,bA446F17.4,TDR2,NY-CO-45,DKFZp781I1148","tudor domain containing 6","NM_001010870","CT41.2"
"27850",10493,"chr17",8275092,8275542,2.8122,"transcription_start_site","-",8274853,8274853,-239,-464,124751,"KRBA2","chr17:8274853-8274853",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:8274853-8274853&pix=800&Submit=submit","KRAB-A domain containing 2","BC148756","-"
"14406",5501,"chr8",11987047,11988422,4.8558,"transcription_start_site","-",11986804,11986804,-243,-930,392196,"LOC392196","chr8:11986804-11986804",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:11986804-11986804&pix=800&Submit=submit","deubiquitinating enzyme 3 pseudogene","NR_003275","-"
"36228",13629,"chrX",52112733,52112912,2.2557,"transcription_start_site","+",52113157,52113157,-245,-332,728242,"XAGE2B","chrX:52113157-52113157",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:52113157-52113157&pix=800&Submit=submit","X antigen family, member 2B","NM_001079538","-"
"18690",7183,"chr11",19371189,19372022,2.7256,"transcription_start_site","+",19372270,19372270,-248,-666,89797,"NAV2","chr11:19372270-19372270",9900,"FLJ77876,STEERIN2,UNC53H2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:19372270-19372270&pix=800&Submit=submit,FLJ23707,RAINB1,KIAA1419,HELAD1,FLJ11030,POMFIL2","neuron navigator 2","NM_001111018","FLJ10633"
"16121",6225,"chr9",101546633,101547485,3.7594,"transcription_start_site","-",101546384,101546384,-249,-672,203286,"ANKS6","chr9:101546384-101546384",9900,"MGC70366,DKFZp686D24121,SAMD6,DKFZp781I0117,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:101546384-101546384&pix=800&Submit=submit","ankyrin repeat and sterile alpha motif domain containing 6","BC064367","ANKRD14"
"33386",12562,"chr20",30639676,30639807,2.6955,"transcription_start_site","+",30640056,30640056,-249,-314,3055,"HCK","chr20:30640056-30640056",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:30640056-30640056&pix=800&Submit=submit","hemopoietic cell kinase","NM_002110","JTK9"
"13906",5297,"chr7",130125422,130125793,2.5847,"transcription_start_site","+",130126045,130126045,-252,-440,4232,"MEST","chr7:130126045-130126045",9900,"MGC111102,MGC8703,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:130126045-130126045&pix=800&Submit=submit,PEG1","mesoderm specific transcript homolog (mouse)","NM_177524","DKFZp686L18234"
"20034",7671,"chr11",107878433,107879148,2.9907,"transcription_start_site","+",107879407,107879407,-259,-616,8065,"CUL5","chr11:107879407-107879407",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:107879407-107879407&pix=800&Submit=submit,VACM1","cullin 5","NM_003478","VACM-1"
"15993",6161,"chr9",91605077,91605517,3.1141,"transcription_start_site","+",91605777,91605777,-260,-480,286223,"C9orf47","chr9:91605777-91605777",9900,"FLJ37523,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr9:91605777-91605777&pix=800&Submit=submit,bA791O21.3","chromosome 9 open reading frame 47","NM_001142413","C9orf108"
"8368",3209,"chr4",89619201,89619930,2.4532,"transcription_start_site","-",89618929,89618929,-272,-640,266812,"NAP1L5","chr4:89618929-89618929",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr4:89618929-89618929&pix=800&Submit=submit","nucleosome assembly protein 1-like 5","BC104883","DRLM"
"32263",12156,"chr19",49244109,49244853,2.3666,"transcription_start_site","-",49243837,49243837,-272,-644,54922,"RASIP1","chr19:49243837-49243837",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:49243837-49243837&pix=800&Submit=submit,RAIN","Ras interacting protein 1","BC028614","FLJ20401"
"6034",2280,"chr3",36781626,36781972,2.2985,"transcription_start_site","-",36781352,36781352,-274,-448,85443,"DCLK3","chr3:36781352-36781352",9900,"KIAA1765,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:36781352-36781352&pix=800&Submit=submit,DCK3,DCDC3C,DCAMKL3","doublecortin-like kinase 3","NM_033403","CLR"
"28906",10887,"chr17",46871969,46872210,2.8253,"transcription_start_site","-",46871686,46871686,-283,-400,284076,"TTLL6","chr17:46871686-46871686",9900,"TTL.6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46871686-46871686&pix=800&Submit=submit","tubulin tyrosine ligase-like family, member 6","NM_173623","FLJ35808"
"23609",8967,"chr14",57279263,57279616,2.6745,"transcription_start_site","+",57279900,57279900,-284,-460,100309464,"OTX2OS1","chr14:57279900-57279900",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:57279900-57279900&pix=800&Submit=submit","Otx2 opposite strand transcript 1","NR_029385","-"
"15123",5793,"chr8",99076220,99076462,2.7027,"transcription_start_site","+",99076749,99076749,-287,-408,203111,"C8orf47","chr8:99076749-99076749",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:99076749-99076749&pix=800&Submit=submit","chromosome 8 open reading frame 47","NM_173549","FLJ39553"
"14409",5504,"chr8",11996557,11998108,4.9822,"transcription_start_site","-",11996269,11996269,-288,-1063,377630,"USP17L2","chr8:11996269-11996269",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr8:11996269-11996269&pix=800&Submit=submit","ubiquitin specific peptidase 17-like 2","NM_201402","DUB3"
"7365",2798,"chr3",183273766,183274303,4.1706,"transcription_start_site","-",183273477,183273477,-289,-560,89857,"KLHL6","chr3:183273477-183273477",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:183273477-183273477&pix=800&Submit=submit","kelch-like 6 (Drosophila)","BC032348","FLJ00029"
"22193",8432,"chr12",121646439,121647374,4.3981,"transcription_start_site","+",121647663,121647663,-289,-752,5025,"P2RX4","chr12:121647663-121647663",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:121647663-121647663&pix=800&Submit=submit,P2X4R","purinergic receptor P2X, ligand-gated ion channel, 4","NM_002560","P2X4"
"17754",6840,"chr10",101088404,101088564,2.224,"transcription_start_site","+",101088855,101088855,-291,-376,26507,"CNNM1","chr10:101088855-101088855",9900,"FLJ31632,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:101088855-101088855&pix=800&Submit=submit","cyclin M1","NM_020348","ACDP1"
"11385",4303,"chr6",41010012,41010161,2.3758,"transcription_start_site","+",41010456,41010456,-295,-368,222642,"BZRPL1","chr6:41010456-41010456",9900,"MGC129806,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:41010456-41010456&pix=800&Submit=submit,MGC129807","translocator protein 2","BC137560","BZRPL1"
"2983",1113,"chr1",223316922,223317269,2.4735,"transcription_start_site","-",223316624,223316624,-298,-464,7100,"TLR5","chr1:223316624-223316624",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:223316624-223316624&pix=800&Submit=submit,TIL3,SLEB1,MGC126430,MGC126431","toll-like receptor 5","NM_003268","FLJ10052"
"10295",3903,"chr5",149324632,149325733,3.1773,"transcription_start_site","-",149324332,149324332,-300,-848,5145,"PDE6A","chr5:149324332-149324332",9900,"PDEA,RP43,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr5:149324332-149324332&pix=800&Submit=submit","phosphodiesterase 6A, cGMP-specific, rod, alpha","BC035909","CGPR-A"
"20444",7810,"chr11",128808089,128809063,3.3357,"transcription_start_site","-",128807789,128807789,-300,-784,63970,"TP53AIP1","chr11:128807789-128807789",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:128807789-128807789&pix=800&Submit=submit","tumor protein p53 regulated apoptosis inducing protein 1","BC069399","P53AIP1"
