"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ACC","ncbi_gene_id","Name","Region","color","OTHER","description","ID","accession","synonyms","X"
"9820","34301","chr17","73893648","73894193","3.2932","transcription_start_site","-","73893052",73893052,-596,-864,"",201292,"TRIM65","chr17:73893052-73893052","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:73893052-73893052&pix=800&Submit=submit","tripartite motif-containing 65","","BC021259","4732463G12Rik",""
"9246","34084","chr17","43112969","43113614","2.6281","transcription_start_site","-","43112370",43112370,-599,-924,"",79877,"DCAKD","chr17:43112370-43112370","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:43112370-43112370&pix=800&Submit=submit","dephospho-CoA kinase domain containing","","BC018132","FLJ22955",""
"1167","24737","chr1","55180798","55180927","2.3662","transcription_start_site","+","55181528",55181528,-601,-664,"",7268,"TTC4","chr1:55181528-55181528","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:55181528-55181528&pix=800&Submit=submit,MGC5097,FLJ41930","tetratricopeptide repeat domain 4","","NM_004623","DKFZp781B0622",""
"58","24319","chr1","1644336","1647908","4.6466","transcription_start_site","-","1643734",1643734,-602,-2388,"",728642,"CDC2L2","chr1:1643734-1643734","009900","CDK11-p58,p58GTA,CDK11-p110,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:1643734-1643734&pix=800&Submit=submit,CDC2L3,PITSLRE,CDK11-p46,MGC131975","cyclin-dependent kinase 11A","","BC110905","CDC2L2",""
"612","24537","chr1","27701936","27702261","2.2151","transcription_start_site","-","27701315",27701315,-621,-782,"",8547,"FCN3","chr1:27701315-27701315","009900","HAKA1,MGC22543,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:27701315-27701315&pix=800&Submit=submit","ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)","","NM_173452","FCNH",""
"2384","25176","chr1","185286989","185287667","3.9689","transcription_start_site","-","185286361",185286361,-628,-960,"",10625,"IVNS1ABP","chr1:185286361-185286361","009900","HSPC068,ND1,KIAA0850,NS-1,FLJ10069,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:185286361-185286361&pix=800&Submit=submit,FLJ36593,FLARA3,NS1BP,FLJ10411,FLJ35593,FLJ10962,NS1-BP","influenza virus NS1A binding protein","","BC067739","DKFZp686K06216",""
"966","24656","chr1","43765176","43766015","4.1151","transcription_start_site","+","43766663",43766663,-648,-1068,"",7075,"TIE1","chr1:43766663-43766663","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:43766663-43766663&pix=800&Submit=submit,TIE","tyrosine kinase with immunoglobulin-like and EGF-like domains 1","","NM_005424","JTK14",""
"11483","34959","chr19","19314865","19315304","3.3361","transcription_start_site","-","19314215",19314215,-650,-868,"",126382,"NR2C2AP","chr19:19314215-19314215","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:19314215-19314215&pix=800&Submit=submit","nuclear receptor 2C2-associated protein","","BC057837","TRA16",""
"15743","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154113248",154113248,-650,-1152,"",474381,"H2AFB3","chrX:154113248-154113248","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154113248-154113248&pix=800&Submit=submit","H2A histone family, member B2","","BC130510","H2A.Bbd",""
"297","24411","chr1","15540620","15540853","2.6751","transcription_start_site","+","15541521",15541521,-668,-785,"",55092,"TMEM51","chr1:15541521-15541521","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:15541521-15541521&pix=800&Submit=submit,FLJ10199","transmembrane protein 51","","BC000202","C1orf72",""
"11951","35116","chr19","40848464","40848616","2.0051","transcription_start_site","-","40847792",40847792,-672,-748,"",126526,"C19orf47","chr19:40847792-40847792","009900","FLJ36888,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:40847792-40847792&pix=800&Submit=submit","chromosome 19 open reading frame 47","","BC023623","DKFZp686P05129",""
"896","24636","chr1","41488063","41488534","2.4122","transcription_start_site","-","41487387",41487387,-676,-912,"",200172,"SLFNL1","chr1:41487387-41487387","009900","MGC43873,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:41487387-41487387&pix=800&Submit=submit","schlafen-like 1","","BC022037","FLJ23878",""
"1382","24817","chr1","92352165","92352716","3.2178","transcription_start_site","-","92351489",92351489,-676,-960,"",7049,"TGFBR3","chr1:92351489-92351489","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:92351489-92351489&pix=800&Submit=submit,betaglycan","transforming growth factor, beta receptor III","","BC126116","BGCAN",""
"9195","34066","chr17","42144692","42146624","3.731","transcription_start_site","-","42144006",42144006,-686,-1648,"",124801,"LSM12","chr17:42144006-42144006","009900","PNAS-135,MGC104211,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:42144006-42144006&pix=800&Submit=submit","LSM12 homolog (S. cerevisiae)","","BC044587","FLJ30656",""
"1195","24749","chr1","62901039","62901284","3.088","transcription_start_site","+","62901974",62901974,-690,-816,"",7398,"USP1","chr1:62901974-62901974","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:62901974-62901974&pix=800&Submit=submit","ubiquitin specific peptidase 1","","NM_001017416","UBP",""
"1766","24960","chr1","150121320","150121477","2.6371","transcription_start_site","+","150122169",150122169,-692,-784,"",51177,"PLEKHO1","chr1:150122169-150122169","009900","OC120,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:150122169-150122169&pix=800&Submit=submit","pleckstrin homology domain containing, family O member 1","","NM_016274","CKIP-1",""
"9343","34126","chr17","46656435","46656785","2.3274","transcription_start_site","-","46655743",46655743,-692,-864,"",3214,"HOXB4","chr17:46655743-46655743","009900","HOX2,HOX2F,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46655743-46655743&pix=800&Submit=submit","homeobox B4","","NM_024015","HOX-2.6",""
"9119","34044","chr17","40923996","40924759","2.9523","transcription_start_site","+","40925453",40925453,-694,-1076,"",84313,"VPS25","chr17:40925453-40925453","009900","FAP20,EAP20,MGC10540,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:40925453-40925453&pix=800&Submit=submit","vacuolar protein sorting 25 homolog (S. cerevisiae)","","NM_032353","DERP9",""
"15128","36752","chrX","100914335","100914584","2.6627","transcription_start_site","-","100913635",100913635,-700,-832,"",9823,"ARMCX2","chrX:100913635-100913635","009900","MGC8742,MGC13343,KIAA0512,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:100913635-100913635&pix=800&Submit=submit","armadillo repeat containing, X-linked 2","","BC015926","ALEX2",""
"15250","36802","chrX","118603787","118604241","3.8422","transcription_start_site","-","118603083",118603083,-704,-936,"",100303728,"LOC100303728","chrX:118603083-118603083","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:118603083-118603083&pix=800&Submit=submit,FLJ36961","hypothetical LOC100303728","","NR_028443","FLJ34775",""
"2460","25209","chr1","202778142","202778790","2.3977","transcription_start_site","-","202777433",202777433,-709,-1024,"",10765,"JARID1B","chr1:202777433-202777433","009900","FLJ23670,FLJ12491,JARID1B,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:202777433-202777433&pix=800&Submit=submit,PUT1,PLU-1,FLJ10538,FLJ16281,RBBP2H1A,PLU1,FLJ12459","lysine (K)-specific demethylase 5B","","BC157031","CT31",""
"9188","34065","chr17","42093055","42093380","2.9373","transcription_start_site","-","42092345",42092345,-710,-872,"",84336,"TMEM101","chr17:42092345-42092345","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:42092345-42092345&pix=800&Submit=submit,MGC4251","transmembrane protein 101","","NM_032376","FLJ23987",""
"15746","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154113316",154113316,-718,-1216,"",474382,"H2AFB1","chrX:154113316-154113316","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154113316-154113316&pix=800&Submit=submit","H2A histone family, member B1","","NM_001017990","H2A.Bbd",""
"15747","36946","chrX","154111598","154112598","3.3219","transcription_start_site","+","154113323",154113323,-725,-1232,"",474381,"H2AFB2","chrX:154113323-154113323","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:154113323-154113323&pix=800&Submit=submit","H2A histone family, member B2","","BC134365","H2A.Bbd",""
"9356","34131","chr17","46693031","46693460","2.8982","transcription_start_site","-","46692301",46692301,-730,-948,"",3218,"HOXB8","chr17:46692301-46692301","009900","Hox-2.4,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46692301-46692301&pix=800&Submit=submit,HOX2D","homeobox B8","","NM_024016","HOX2",""
"9330","34120","chr17","46046309","46047693","3.6869","transcription_start_site","+","46048428",46048428,-735,-1428,"",80279,"CDK5RAP3","chr17:46048428-46048428","009900","HSF-27,OK/SW-cl.114,MST016,LZAP,IC53,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:46048428-46048428&pix=800&Submit=submit","CDK5 regulatory subunit associated protein 3","","NM_176096","C53",""
"9690","34256","chr17","67408119","67410090","2.1971","transcription_start_site","+","67410837",67410837,-747,-1736,"",5608,"MAP2K6","chr17:67410837-67410837","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:67410837-67410837&pix=800&Submit=submit,SAPKK3,MEK6,MKK6,PRKMK6","mitogen-activated protein kinase kinase 6","","NM_002758","MAPKK6",""
"9423","34154","chr17","48421678","48422641","3.8986","transcription_start_site","+","48423392",48423392,-751,-1232,"",64132,"XYLT2","chr17:48423392-48423392","009900","XT2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:48423392-48423392&pix=800&Submit=submit,XT-II,xylT-II","xylosyltransferase II","","NM_022167","PXYLT2",""
"15246","36800","chrX","118368791","118369444","2.325","transcription_start_site","+","118370210",118370210,-766,-1088,"",10857,"PGRMC1","chrX:118370210-118370210","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:118370210-118370210&pix=800&Submit=submit,MPR","progesterone receptor membrane component 1","","NM_006667","HPR6.6",""
"9637","34232","chr17","62778391","62778540","2.3801","transcription_start_site","-","62777622",62777622,-769,-840,"",146880,"LOC146880","chr17:62777622-62777622","009900","MGC40489,FLJ40381,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:62777622-62777622&pix=800&Submit=submit","hypothetical LOC146880","","NR_027487","FLJ30780",""
"10601","34620","chr18","70533703","70533952","2.5765","transcription_start_site","-","70532934",70532934,-769,-888,"",81832,"NETO1","chr18:70532934-70532934","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:70532934-70532934&pix=800&Submit=submit,BTCL1","neuropilin (NRP) and tolloid (TLL)-like 1","","NM_153181","BCTL1",""
"2519","25233","chr1","205314081","205314544","3.1598","transcription_start_site","-","205313310",205313310,-771,-992,"",55220,"KLHDC8A","chr1:205313310-205313310","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:205313310-205313310&pix=800&Submit=submit","kelch domain containing 8A","","BC036076","FLJ10748",""
"920","24644","chr1","42920533","42921388","3.1261","transcription_start_site","+","42922164",42922164,-776,-1204,"",79717,"PPCS","chr1:42922164-42922164","009900","MGC117357,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:42922164-42922164&pix=800&Submit=submit,MGC138220","phosphopantothenoylcysteine synthetase","","BC104938","FLJ11838",""
"92","24334","chr1","2561710","2562405","2.7016","transcription_start_site","-","2560933",2560933,-777,-1124,"",79258,"MMEL1","chr1:2560933-2560933","009900","MMEL2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:2560933-2560933&pix=800&Submit=submit,SEP,NL2,NEPII,MGC119455,NEP2,MGC119456,NL1","membrane metallo-endopeptidase-like 1","","BC101027","MGC119454",""
"9265","34093","chr17","43511062","43511678","2.1057","transcription_start_site","-","43510282",43510282,-780,-1092,"",201175,"SH3D20","chr17:43510282-43510282","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:43510282-43510282&pix=800&Submit=submit","SH3 domain containing 20","","NM_174919","SH3P20",""
"2208","25108","chr1","161283040","161283377","2.5472","transcription_start_site","+","161284165",161284165,-788,-960,"",6391,"SDHC","chr1:161284165-161284165","009900","PGL3,CYBL,QPS1,SDH3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:161284165-161284165&pix=800&Submit=submit","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa","","NM_003001","CYB560",""
"12182","35199","chr19","45997264","45997599","3.4662","transcription_start_site","-","45996474",45996474,-790,-960,"",6253,"RTN2","chr19:45996474-45996474","009900","NSPL1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:45996474-45996474&pix=800&Submit=submit","reticulon 2","","NM_206901","NSP2",""
"1177","24741","chr1","55681570","55682243","3.3479","transcription_start_site","-","55680763",55680763,-807,-1140,"",23358,"USP24","chr1:55680763-55680763","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:55680763-55680763&pix=800&Submit=submit,KIAA1057","ubiquitin specific peptidase 24","","BC160138","FLJ31309",""
"2215","25108","chr1","161283040","161283377","2.5472","transcription_start_site","+","161284195",161284195,-818,-992,"",642502,"LOC642502","chr1:161284195-161284195","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:161284195-161284195&pix=800&Submit=submit","hCG1776980","","NM_001089593","LOC642502",""
"156","24358","chr1","6762686","6763343","2.9121","transcription_start_site","-","6761862",6761862,-824,-1152,"",55735,"DNAJC11","chr1:6761862-6761862","009900","dJ126A5.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:6761862-6761862&pix=800&Submit=submit","DnaJ (Hsp40) homolog, subfamily C, member 11","","BC006086","FLJ10737",""
"9867","34320","chr17","74707881","74708223","3.1712","transcription_start_site","-","74707056",74707056,-825,-992,"",439921,"MXRA7","chr17:74707056-74707056","009900","FLJ46603,TMAP1,PS1TP1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:74707056-74707056&pix=800&Submit=submit","matrix-remodelling associated 7","","NM_198530","FLJ41492",""
"11865","35090","chr19","39573432","39574119","3.5072","transcription_start_site","+","39574944",39574944,-825,-1168,"",390928,"PAPL","chr19:39574944-39574944","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:39574944-39574944&pix=800&Submit=submit","iron/zinc purple acid phosphatase-like protein","","NM_001004318","FLJ16165",""
"1852","24987","chr1","151415520","151415856","3.4055","transcription_start_site","-","151414681",151414681,-839,-992,"",23126,"POGZ","chr1:151414681-151414681","009900","SUHW5,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:151414681-151414681&pix=800&Submit=submit,ZNF635m,ZNF635,ZNF280E,MGC71543","pogo transposable element with ZNF domain","","BC166671","KIAA0461",""
"250","24389","chr1","11908685","11909038","2.8212","transcription_start_site","-","11907840",11907840,-845,-1022,"",4878,"NPPA","chr1:11907840-11907840","009900","CDD-ANF,ATFB6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:11907840-11907840&pix=800&Submit=submit,PND,ANP","natriuretic peptide precursor A","","NM_006172","ANF",""
"12026","35138","chr19","42386287","42386420","2.5147","transcription_start_site","+","42387266",42387266,-846,-912,"",9138,"ARHGEF1","chr19:42387266-42387266","009900","http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:42387266-42387266&pix=800&Submit=submit,P115-RHOGEF,SUB1.5,LSC,LBCL2","Rho guanine nucleotide exchange factor (GEF) 1","","NM_004706","GEF1",""
